"CLIENTNUM","Attrition_Flag","Customer_Age","Gender","Dependent_count","Education_Level","Marital_Status","Income_Category","Card_Category","Months_on_book","Total_Relationship_Count","Months_Inactive_12_mon","Contacts_Count_12_mon","Credit_Limit","Total_Revolving_Bal","Avg_Open_To_Buy","Total_Amt_Chng_Q4_Q1","Total_Trans_Amt","Total_Trans_Ct","Total_Ct_Chng_Q4_Q1","Avg_Utilization_Ratio","Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1","Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2"
709632483,"Existing Customer",49,"F",2,"High School","Single","Less than $40K","Blue",40,3,2,2,1438.3,906,532.3,0.541,4457,84,0.714,0.63,0.00011065,0.99989
718431258,"Existing Customer",41,"M",4,"High School","Single","$60K - $80K","Blue",28,4,3,3,3126,1503,1623,0.892,3662,74,0.644,0.481,0.00030842,0.99969
817029108,"Existing Customer",47,"F",4,"Post-Graduate","Single","$40K - $60K","Blue",27,4,6,3,6885,1611,5274,0.955,3804,67,0.861,0.234,0.00029469,0.99971
796931508,"Attrited Customer",42,"M",4,"High School","Unknown","$60K - $80K","Blue",36,4,3,4,1871,0,1871,0.73,2593,48,0.548,0,0.9981,0.00189625
769577358,"Existing Customer",31,"F",0,"Graduate","Single","Less than $40K","Blue",17,4,2,3,2787,1761,1026,0.67,4358,89,0.648,0.632,0.00016428,0.99984
815589558,"Existing Customer",50,"M",2,"Post-Graduate","Married","$80K - $120K","Blue",45,6,3,2,1867,1478,389,0.727,4097,70,0.707,0.792,0.00021165,0.99979
714287583,"Attrited Customer",41,"F",3,"Unknown","Married","Less than $40K","Blue",32,3,2,3,1438.3,0,1438.3,0.372,1852,38,0.31,0,0.99544,0.00455805
718975083,"Attrited Customer",47,"F",4,"Graduate","Single","Less than $40K","Blue",40,6,4,3,2473,0,2473,0.547,2133,44,0.419,0,0.9974,0.00260048
715315008,"Existing Customer",40,"M",4,"Post-Graduate","Single","$40K - $60K","Blue",30,6,3,2,4640,1555,3085,0.78,3870,70,0.707,0.335,0.00022196,0.99978
779252283,"Existing Customer",47,"F",4,"High School","Married","Less than $40K","Blue",29,6,3,0,2712,2411,301,0.844,5201,82,0.907,0.889,6.765e-05,0.99993
714031083,"Attrited Customer",46,"F",3,"Graduate","Unknown","Unknown","Blue",30,3,2,1,8869,0,8869,0.413,1935,40,0.429,0,0.98616,0.01384
772442883,"Attrited Customer",51,"F",4,"Graduate","Married","Unknown","Blue",41,2,3,5,3853,696,3157,0.882,2443,38,0.583,0.181,0.99893,0.00106612
714533058,"Existing Customer",53,"F",3,"College","Married","Less than $40K","Blue",43,4,2,3,1438.3,721,717.3,0.601,4606,86,0.955,0.501,0.00019313,0.99981
716570958,"Attrited Customer",50,"M",3,"Post-Graduate","Divorced","$60K - $80K","Blue",36,3,2,3,14409,511,13898,0.799,2351,39,0.3,0.035,0.99574,0.00425916
710116833,"Attrited Customer",59,"F",1,"High School","Single","$40K - $60K","Blue",36,5,3,3,1665,0,1665,1.01,2748,40,0.333,0,0.99639,0.00360858
718586133,"Existing Customer",43,"F",3,"Graduate","Married","Less than $40K","Blue",31,6,1,3,2639,0,2639,0.892,4892,85,0.771,0,9.6126e-05,0.9999
773322558,"Existing Customer",59,"F",2,"High School","Married","Less than $40K","Blue",48,6,1,1,2338,1566,772,0.533,3964,69,0.5,0.67,3.2288e-05,0.99997
714554808,"Existing Customer",51,"F",1,"Graduate","Married","Less than $40K","Blue",40,3,3,0,2774,1362,1412,0.866,4802,91,0.685,0.491,6.2282e-05,0.99994
717903108,"Existing Customer",57,"F",1,"College","Single","Unknown","Blue",46,6,1,1,4283,488,3795,0.865,4689,65,0.477,0.114,3.031e-05,0.99997
815908908,"Attrited Customer",47,"F",4,"Uneducated","Single","Unknown","Blue",42,3,4,3,6263,2517,3746,0.857,2613,50,0.724,0.402,0.99747,0.00252933
771464808,"Existing Customer",35,"F",2,"Graduate","Single","Less than $40K","Blue",23,6,3,3,2317,1301,1016,0.925,4161,71,1.219,0.562,0.00030251,0.9997
708234558,"Existing Customer",55,"F",2,"College","Divorced","Less than $40K","Blue",43,5,2,1,2239,1340,899,0.658,4540,73,0.587,0.598,6.6734e-05,0.99993
715737258,"Existing Customer",41,"F",1,"College","Married","Less than $40K","Blue",32,6,3,3,2225,0,2225,1.06,4917,84,0.75,0,0.00027607,0.99972
710188308,"Existing Customer",51,"F",3,"Graduate","Single","Less than $40K","Blue",41,6,2,3,1519,1148,371,0.767,4927,73,0.738,0.756,0.00019864,0.9998
708670608,"Existing Customer",48,"F",5,"Uneducated","Married","Unknown","Blue",36,4,2,3,5495,2200,3295,0.696,5125,85,0.771,0.4,0.00020321,0.9998
714839808,"Existing Customer",51,"F",3,"Graduate","Married","Less than $40K","Blue",35,6,1,1,2141,1176,965,0.746,4317,64,0.778,0.549,3.4465e-05,0.99997
811140933,"Existing Customer",43,"F",2,"High School","Married","Less than $40K","Blue",29,4,1,2,2616,1786,830,0.876,5219,63,0.75,0.683,5.3542e-05,0.99995
788937933,"Existing Customer",39,"F",3,"Graduate","Divorced","Less than $40K","Blue",25,3,1,1,5494,1356,4138,0.463,3566,81,0.884,0.247,3.4465e-05,0.99997
721527858,"Attrited Customer",52,"F",3,"High School","Married","Less than $40K","Blue",40,3,5,1,2003,1735,268,0.855,2343,42,0.355,0.866,0.99189,0.00811
718265658,"Existing Customer",47,"F",4,"Uneducated","Single","Less than $40K","Blue",36,3,1,2,2092,1499,593,0.811,4130,80,1.162,0.717,5.9391e-05,0.99994
714312708,"Existing Customer",44,"M",0,"High School","Single","$60K - $80K","Blue",36,6,3,2,6606,2517,4089,0.825,4493,68,0.659,0.381,0.00015005,0.99985
715821183,"Existing Customer",42,"F",4,"College","Married","Unknown","Blue",23,3,3,2,7102,0,7102,0.599,4083,68,0.744,0,0.0001834,0.99982
709487058,"Existing Customer",51,"F",2,"Unknown","Married","Less than $40K","Silver",36,6,2,3,13812,1132,12680,0.699,3723,56,0.867,0.082,0.00019013,0.99981
712675158,"Existing Customer",56,"M",1,"Graduate","Single","$60K - $80K","Blue",36,5,3,2,7075,1676,5399,1.268,4160,75,0.667,0.237,0.00016883,0.99983
826473858,"Existing Customer",44,"M",1,"College","Single","$40K - $60K","Blue",40,6,1,2,4274,1680,2594,0.78,4820,60,0.765,0.393,5.0261e-05,0.99995
817382958,"Existing Customer",47,"F",3,"High School","Single","Less than $40K","Blue",31,5,1,3,2317,0,2317,0.57,4894,89,0.854,0,9.3448e-05,0.99991
712927383,"Attrited Customer",51,"F",2,"Uneducated","Single","Less than $40K","Blue",36,3,3,3,1438.3,642,796.3,0.405,1939,49,0.4,0.446,0.9968,0.00320374
712894308,"Existing Customer",47,"M",4,"High School","Married","$80K - $120K","Blue",37,5,3,3,2888,0,2888,0.717,4345,75,0.786,0,0.00030842,0.99969
712349808,"Existing Customer",44,"F",4,"College","Single","Unknown","Blue",34,4,1,2,12310,670,11640,0.801,4176,76,0.767,0.054,5.6158e-05,0.99994
778780008,"Existing Customer",48,"M",4,"Unknown","Married","$60K - $80K","Blue",36,4,3,3,1622,1249,373,0.585,4164,66,0.61,0.77,0.00034872,0.99965
711430908,"Attrited Customer",45,"F",4,"Graduate","Married","Less than $40K","Blue",34,3,2,1,1438.3,0,1438.3,0.685,2153,35,0.346,0,0.9863,0.0137
779670783,"Existing Customer",40,"M",3,"Unknown","Single","$80K - $120K","Blue",23,6,2,2,12559,0,12559,0.715,4700,71,0.511,0,0.00012982,0.99987
718757808,"Existing Customer",56,"F",1,"Uneducated","Unknown","$40K - $60K","Blue",46,4,3,3,2929,1287,1642,0.497,3875,67,0.595,0.439,0.00029196,0.99971
779530908,"Attrited Customer",48,"F",3,"Unknown","Divorced","Less than $40K","Blue",31,5,2,4,1438.3,0,1438.3,0.5,1897,58,0.706,0,0.99732,0.00267667
716389833,"Existing Customer",50,"F",1,"Unknown","Single","Less than $40K","Blue",40,4,1,2,2319,1026,1293,0.521,4099,74,0.721,0.442,5.6825e-05,0.99994
718469658,"Existing Customer",37,"F",2,"Uneducated","Married","Unknown","Blue",22,4,3,3,7927,996,6931,0.521,4094,85,0.771,0.126,0.00031104,0.99969
809849358,"Attrited Customer",55,"F",2,"Graduate","Divorced","Less than $40K","Blue",50,2,6,3,1720,0,1720,0.707,2719,36,0.44,0,0.99583,0.00416897
719772258,"Existing Customer",38,"M",3,"Unknown","Single","$80K - $120K","Blue",30,5,1,3,3642,724,2918,0.68,4517,79,0.837,0.199,0.00010566,0.99989
809363958,"Existing Customer",49,"F",3,"High School","Married","$40K - $60K","Blue",44,5,1,2,3881,0,3881,0.601,4177,66,0.737,0,5.5559e-05,0.99994
709165533,"Existing Customer",47,"M",3,"Doctorate","Unknown","$120K +","Blue",41,6,2,2,6143,1151,4992,0.866,4330,72,0.895,0.187,0.00017091,0.99983
809846283,"Existing Customer",42,"F",1,"Unknown","Married","Less than $40K","Blue",37,3,3,0,1438.3,0,1438.3,0.72,4154,78,0.814,0,6.846e-05,0.99993
708427908,"Existing Customer",52,"F",4,"College","Unknown","Less than $40K","Blue",39,6,3,1,2035,1343,692,0.835,4643,86,0.686,0.66,0.00011061,0.99989
721228308,"Attrited Customer",47,"F",2,"High School","Married","Less than $40K","Blue",39,5,3,3,3899,0,3899,0.718,2182,40,0.429,0,0.99661,0.00338788
713374533,"Existing Customer",52,"F",1,"Unknown","Single","$40K - $60K","Blue",43,4,2,2,1981,1082,899,0.584,3913,90,0.731,0.546,0.00011743,0.99988
708708858,"Attrited Customer",50,"F",1,"Graduate","Single","Less than $40K","Blue",36,1,3,4,2422,502,1920,0.997,2548,46,0.484,0.207,0.99794,0.00205937
721111233,"Existing Customer",52,"M",2,"Graduate","Married","$80K - $120K","Blue",43,6,3,3,11964,800,11164,0.954,4853,85,0.848,0.067,0.00030251,0.9997
708538608,"Existing Customer",50,"F",4,"College","Married","Unknown","Blue",36,6,4,3,3862,0,3862,0.578,4058,81,0.723,0,0.00037275,0.99963
718866633,"Existing Customer",46,"M",2,"College","Married","$80K - $120K","Blue",36,5,4,2,33142,0,33142,0.846,4347,63,0.575,0,0.00021134,0.99979
719100633,"Existing Customer",40,"M",2,"High School","Single","$120K +","Silver",36,3,4,2,34516,1436,33080,0.688,3564,73,0.825,0.042,0.00019094,0.99981
789328083,"Attrited Customer",42,"F",4,"High School","Married","Less than $40K","Blue",32,6,3,3,3454,0,3454,0.862,2826,39,0.625,0,0.99677,0.00323086
822905058,"Existing Customer",29,"F",2,"Graduate","Married","Less than $40K","Blue",25,6,3,2,2732,1746,986,1.028,4702,85,0.771,0.639,0.00017987,0.99982
816549933,"Existing Customer",50,"M",4,"High School","Divorced","$80K - $120K","Blue",45,4,2,2,1687,992,695,0.721,4342,82,0.783,0.588,0.00011604,0.99988
716421633,"Attrited Customer",43,"F",3,"Graduate","Married","Less than $40K","Blue",36,4,2,4,3523,0,3523,0.973,3174,44,0.222,0,0.99706,0.00294141
712667958,"Existing Customer",40,"M",4,"Uneducated","Single","$120K +","Blue",36,4,3,2,5773,2024,3749,0.977,3732,71,0.972,0.351,0.00019396,0.99981
809559933,"Attrited Customer",45,"F",3,"Graduate","Married","Unknown","Blue",40,3,5,3,4462,706,3756,0.886,2526,41,0.414,0.158,0.99716,0.00284317
819979458,"Existing Customer",35,"F",3,"Doctorate","Married","Less than $40K","Blue",30,5,2,2,3976,1789,2187,0.931,4419,75,0.829,0.45,0.00017091,0.99983
708100533,"Existing Customer",55,"F",3,"College","Single","Less than $40K","Blue",36,3,3,3,2679,2277,402,0.736,4943,85,0.735,0.85,0.00030519,0.99969
778669608,"Existing Customer",49,"F",4,"Unknown","Married","$40K - $60K","Blue",29,6,3,2,1564,0,1564,1.114,5172,78,0.733,0,0.00020735,0.99979
802867683,"Existing Customer",53,"F",2,"High School","Single","$40K - $60K","Blue",47,5,2,3,1536,728,808,0.604,4133,78,0.529,0.474,0.0001861,0.99981
711893358,"Existing Customer",46,"M",5,"High School","Married","$40K - $60K","Blue",37,6,2,1,2375,1196,1179,0.641,4087,66,0.833,0.504,6.889e-05,0.99993
785410158,"Existing Customer",50,"F",3,"High School","Married","Less than $40K","Blue",42,4,3,3,2719,0,2719,0.794,4172,65,0.97,0,0.00030516,0.99969
718596858,"Existing Customer",53,"F",4,"Graduate","Divorced","$40K - $60K","Blue",45,5,3,1,3369,2424,945,0.825,5220,78,0.592,0.72,0.00011377,0.99989
708338958,"Existing Customer",58,"F",1,"Graduate","Single","Less than $40K","Blue",36,5,1,1,3173,1713,1460,0.609,3797,75,0.786,0.54,3.1176e-05,0.99997
714688833,"Existing Customer",47,"F",2,"High School","Unknown","Less than $40K","Blue",36,4,2,2,3139,0,3139,0.728,4892,95,0.827,0,0.00011065,0.99989
789662283,"Attrited Customer",50,"F",3,"High School","Married","Less than $40K","Blue",33,3,3,4,2140,0,2140,0.765,2915,50,0.316,0,0.99808,0.00191647
712805658,"Existing Customer",56,"F",3,"Uneducated","Single","Less than $40K","Blue",46,4,3,2,2258,0,2258,0.617,4803,72,0.714,0,0.00019191,0.99981
815598858,"Existing Customer",48,"M",3,"Graduate","Married","$40K - $60K","Blue",43,5,1,1,2423,1779,644,0.503,4035,74,0.805,0.734,3.4465e-05,0.99997
779412783,"Existing Customer",55,"F",1,"High School","Single","Less than $40K","Blue",37,4,3,3,2376,1969,407,0.788,4301,79,1.026,0.829,0.00027604,0.99972
780036483,"Existing Customer",38,"M",1,"Graduate","Single","Less than $40K","Blue",28,4,5,2,1690,1459,231,0.667,3928,69,0.643,0.863,0.00018857,0.99981
711527508,"Attrited Customer",46,"F",3,"High School","Married","$40K - $60K","Blue",34,2,3,2,8583,0,8583,0.358,1794,31,0.292,0,0.99452,0.00548
720768258,"Existing Customer",52,"F",3,"Graduate","Single","Less than $40K","Blue",34,5,2,1,2996,2147,849,0.503,4724,66,0.737,0.717,7.1226e-05,0.99993
716023533,"Existing Customer",49,"F",1,"Post-Graduate","Single","Unknown","Blue",39,6,3,2,2880,1996,884,0.719,4334,81,0.884,0.693,0.00019866,0.9998
714075708,"Existing Customer",48,"M",4,"Uneducated","Divorced","$80K - $120K","Gold",38,4,3,1,34516,1426,33090,0.621,4814,71,0.69,0.041,0.00013476,0.99987
787475433,"Existing Customer",36,"F",2,"Doctorate","Single","Unknown","Blue",23,5,2,3,6966,905,6061,0.755,4855,69,0.5,0.13,0.00027701,0.99972
787505133,"Attrited Customer",36,"M",3,"College","Married","$120K +","Blue",24,2,2,3,11316,1599,9717,0.713,2595,49,0.361,0.141,0.99485,0.00515
712241433,"Existing Customer",38,"F",0,"High School","Single","Less than $40K","Blue",30,4,2,1,1438.3,1003,435.3,0.629,4247,84,0.714,0.697,5.7261e-05,0.99994
807990108,"Existing Customer",44,"M",1,"Uneducated","Divorced","$120K +","Blue",39,3,2,3,11362,0,11362,0.668,3197,61,0.564,0,0.00018475,0.99982
719018208,"Attrited Customer",52,"F",0,"Doctorate","Married","Unknown","Blue",46,6,4,3,7210,0,7210,0.769,2516,36,0.8,0,0.9978,0.00219708
716641983,"Existing Customer",55,"F",4,"College","Single","Unknown","Blue",36,5,3,3,7790,753,7037,0.968,4835,84,0.826,0.097,0.00030845,0.99969
708989358,"Existing Customer",37,"F",2,"Unknown","Married","Less than $40K","Blue",18,3,3,1,2023,1587,436,0.647,4391,79,0.837,0.784,0.00011924,0.99988
708807483,"Existing Customer",51,"F",3,"Graduate","Married","$40K - $60K","Blue",45,5,2,3,9117,1259,7858,0.88,3837,75,0.705,0.138,0.00019864,0.9998
715774833,"Existing Customer",41,"F",2,"Doctorate","Unknown","Less than $40K","Blue",36,4,1,2,1801,940,861,0.594,3797,74,0.721,0.522,7.9702e-05,0.99992
714733908,"Existing Customer",51,"M",2,"High School","Married","$60K - $80K","Blue",37,6,6,3,8787,1087,7700,0.974,4537,75,1.273,0.124,0.00023216,0.99977
721067658,"Existing Customer",40,"M",4,"Graduate","Married","$60K - $80K","Silver",36,6,1,3,27436,642,26794,0.705,4051,81,0.761,0.023,8.7785e-05,0.99991
788997408,"Existing Customer",65,"F",2,"Doctorate","Single","Less than $40K","Blue",53,6,3,2,2195,1917,278,0.535,4205,65,0.625,0.873,0.00026028,0.99974
719835033,"Existing Customer",46,"M",4,"College","Married","$80K - $120K","Blue",34,5,3,2,13734,568,13166,0.719,4283,67,0.861,0.041,0.0001834,0.99982
771854808,"Existing Customer",45,"M",4,"Graduate","Married","$60K - $80K","Blue",34,6,2,3,2731,1868,863,0.533,3915,66,0.65,0.684,0.00020077,0.9998
717299958,"Existing Customer",49,"M",3,"Graduate","Single","$80K - $120K","Blue",45,3,2,0,2453,1534,919,0.785,4185,66,0.784,0.625,4.3568e-05,0.99996
720778458,"Existing Customer",49,"M",3,"Unknown","Married","$60K - $80K","Blue",36,6,3,3,7451,1542,5909,0.684,4960,97,0.565,0.207,0.00034503,0.99965
713019783,"Existing Customer",41,"F",3,"High School","Married","$40K - $60K","Blue",35,3,3,3,2644,1794,850,0.863,4081,72,0.8,0.679,0.00030516,0.99969
770968383,"Attrited Customer",41,"M",4,"Graduate","Married","$80K - $120K","Silver",28,3,2,3,34516,825,33691,0.616,2022,52,0.733,0.024,0.99452,0.00548
709747308,"Existing Customer",41,"M",5,"Graduate","Married","$60K - $80K","Blue",36,4,4,3,4575,1344,3231,0.46,4726,64,0.561,0.294,0.00037742,0.99962
801366783,"Existing Customer",51,"F",1,"College","Single","Less than $40K","Blue",45,3,3,2,4860,1772,3088,0.561,4329,80,0.86,0.365,0.00016415,0.99984
798786333,"Existing Customer",46,"F",2,"Graduate","Married","Less than $40K","Blue",40,6,4,2,1438.3,510,928.3,0.711,3399,66,0.784,0.355,0.00021738,0.99978
771723408,"Attrited Customer",37,"F",2,"Unknown","Single","Less than $40K","Blue",25,3,2,4,1690,0,1690,0.69,2645,60,0.622,0,0.99722,0.00277723
715117008,"Existing Customer",39,"M",5,"Uneducated","Married","$40K - $60K","Blue",36,4,2,3,1438.3,0,1438.3,0.677,4596,82,0.745,0,0.00020321,0.9998
713944833,"Existing Customer",46,"M",5,"Uneducated","Single","$60K - $80K","Blue",36,3,3,2,24512,766,23746,0.509,4561,78,0.368,0.031,0.00019094,0.99981
713569158,"Attrited Customer",43,"F",3,"High School","Single","$40K - $60K","Blue",34,1,3,2,1654,1474,180,0.586,2086,47,0.621,0.891,0.99452,0.00548
713037333,"Existing Customer",63,"M",1,"Graduate","Single","$80K - $120K","Blue",55,6,1,2,21430,0,21430,0.511,3561,57,0.676,0,5.1697e-05,0.99995
718267233,"Existing Customer",50,"M",1,"Graduate","Married","$120K +","Silver",38,4,3,3,34516,1915,32601,0.625,3828,65,1.321,0.055,0.00025657,0.99974
709736658,"Existing Customer",37,"M",4,"Uneducated","Married","$40K - $60K","Blue",27,6,3,2,1438.3,759,679.3,0.858,4446,86,0.72,0.528,0.00019396,0.99981
710929233,"Existing Customer",33,"F",2,"Doctorate","Single","Less than $40K","Blue",36,5,2,3,2800,1559,1241,0.598,4253,83,0.694,0.557,0.00027701,0.99972
714290583,"Existing Customer",44,"M",4,"Post-Graduate","Married","$60K - $80K","Blue",36,3,2,2,3117,1400,1717,0.913,4391,85,0.809,0.449,0.00014046,0.99986
717972408,"Existing Customer",44,"M",2,"Uneducated","Married","$80K - $120K","Blue",34,6,3,3,2558,2016,542,0.806,3792,78,0.5,0.788,0.00031104,0.99969
718626033,"Attrited Customer",47,"M",3,"High School","Married","$60K - $80K","Blue",39,2,3,2,10061,0,10061,0.787,2802,52,0.529,0,0.99452,0.00548
720008133,"Existing Customer",45,"F",4,"Graduate","Unknown","Unknown","Blue",36,4,1,3,3416,727,2689,0.58,4121,83,0.729,0.213,9.7154e-05,0.9999
710476908,"Existing Customer",39,"F",3,"Graduate","Married","Unknown","Blue",28,3,3,3,9371,1066,8305,0.89,4754,78,0.857,0.114,0.0003139,0.99969
709888383,"Existing Customer",47,"F",3,"Graduate","Married","Less than $40K","Blue",36,3,1,2,3147,2453,694,0.744,4465,82,0.952,0.779,5.7151e-05,0.99994
788864508,"Existing Customer",52,"F",3,"Unknown","Single","Less than $40K","Blue",37,4,2,2,1554,926,628,0.785,4997,79,0.927,0.596,0.00012982,0.99987
714010383,"Attrited Customer",47,"F",5,"Uneducated","Single","Unknown","Blue",40,5,4,5,3502,0,3502,0.531,1895,42,0.4,0,0.99913,0.00087171
719549508,"Existing Customer",49,"F",4,"Graduate","Single","Less than $40K","Blue",40,4,2,2,2712,1686,1026,0.791,4678,74,0.644,0.622,0.00011937,0.99988
718670808,"Existing Customer",59,"F",0,"College","Married","Less than $40K","Blue",51,6,1,0,1438.3,0,1438.3,0.715,4817,81,0.688,0,1.6949e-05,0.99998
718211208,"Existing Customer",39,"M",3,"High School","Married","$120K +","Blue",36,6,3,2,3281,1682,1599,0.577,4109,69,0.5,0.513,0.00018145,0.99982
712578933,"Attrited Customer",35,"F",5,"High School","Married","$40K - $60K","Blue",25,3,2,6,1438.3,0,1438.3,0.763,2500,44,0.517,0,0.999,0.00100312
709343433,"Existing Customer",39,"F",2,"Graduate","Single","Less than $40K","Blue",26,5,3,3,2469,1826,643,0.666,3837,74,0.721,0.74,0.00030251,0.9997
767488908,"Existing Customer",41,"M",4,"Unknown","Married","$80K - $120K","Blue",35,4,2,3,3497,0,3497,0.696,4345,72,0.756,0,0.00022068,0.99978
719531133,"Existing Customer",46,"F",4,"Unknown","Unknown","$40K - $60K","Blue",38,4,2,3,2505,0,2505,0.8,4384,80,0.86,0,0.00022068,0.99978
719006508,"Existing Customer",34,"M",2,"Graduate","Married","$60K - $80K","Blue",36,5,1,3,2763,1913,850,0.598,4136,69,0.568,0.692,9.2637e-05,0.99991
721287183,"Existing Customer",49,"F",2,"Uneducated","Married","Less than $40K","Blue",35,5,2,3,2081,0,2081,1.004,4863,87,0.706,0,0.00019683,0.9998
711144183,"Attrited Customer",55,"F",3,"Graduate","Married","Unknown","Blue",45,1,3,1,2815,1848,967,0.563,2618,29,0.45,0.656,0.9912,0.0088
709080783,"Existing Customer",56,"F",1,"Graduate","Single","Less than $40K","Blue",38,4,1,3,1737,0,1737,0.953,4723,78,0.625,0,8.6952e-05,0.99991
710520408,"Existing Customer",52,"F",4,"High School","Single","Unknown","Blue",36,5,3,3,9078,1194,7884,0.745,4458,87,0.812,0.132,0.00030842,0.99969
785262333,"Attrited Customer",46,"M",5,"Uneducated","Unknown","$40K - $60K","Blue",40,5,4,3,6185,1960,4225,0.669,2225,45,0.875,0.317,0.99743,0.0025693
716513358,"Existing Customer",51,"F",2,"Graduate","Divorced","Unknown","Blue",36,5,3,3,2069,1802,267,0.651,4402,91,0.75,0.871,0.00030251,0.9997
719073483,"Attrited Customer",45,"M",3,"Uneducated","Married","$80K - $120K","Blue",38,3,3,3,9234,0,9234,0.629,2586,44,0.257,0,0.99691,0.00308778
715372083,"Existing Customer",37,"F",1,"Graduate","Single","Less than $40K","Blue",36,3,3,3,2684,0,2684,0.66,4796,85,0.635,0,0.00028395,0.99972
780034083,"Existing Customer",48,"F",3,"High School","Married","$40K - $60K","Blue",38,3,2,2,2151,0,2151,0.763,4604,86,0.72,0,0.00011482,0.99989
794581533,"Existing Customer",52,"M",2,"College","Single","$60K - $80K","Blue",37,4,3,3,2749,1380,1369,0.937,3882,90,0.765,0.502,0.00029411,0.99971
710013258,"Existing Customer",44,"F",3,"High School","Single","Less than $40K","Blue",31,3,2,2,1980,823,1157,0.861,4467,69,0.683,0.416,0.00011482,0.99989
719084358,"Attrited Customer",55,"F",1,"Graduate","Married","Less than $40K","Blue",46,6,4,3,4232,0,4232,0.878,2312,37,0.609,0,0.9971,0.00290471
789173958,"Existing Customer",45,"F",2,"Graduate","Married","Less than $40K","Blue",34,4,1,2,1438.3,877,561.3,0.743,4283,76,0.617,0.61,5.5077e-05,0.99994
789575583,"Existing Customer",43,"F",2,"Uneducated","Unknown","Unknown","Blue",36,5,1,0,6931,1380,5551,0.795,4437,64,0.882,0.199,2.0889e-05,0.99998
712434708,"Attrited Customer",52,"F",3,"High School","Married","Less than $40K","Blue",39,5,3,2,3302,2517,785,0.705,2682,47,0.516,0.762,0.99452,0.00548
808675083,"Existing Customer",61,"M",1,"Graduate","Single","Unknown","Blue",56,5,3,2,4235,1675,2560,1.079,3862,76,0.949,0.396,0.00016883,0.99983
710864358,"Existing Customer",51,"F",2,"Doctorate","Married","Unknown","Blue",45,6,6,2,6501,0,6501,0.651,5074,81,0.688,0,0.00020547,0.99979
712574583,"Existing Customer",34,"F",1,"Graduate","Single","Unknown","Blue",21,6,1,3,6376,1322,5054,0.709,5192,70,0.628,0.207,8.6952e-05,0.99991
708412758,"Attrited Customer",33,"F",3,"Graduate","Single","Less than $40K","Blue",36,5,2,3,1457,0,1457,0.677,2200,45,0.364,0,0.99499,0.00501
714389058,"Existing Customer",38,"F",3,"Unknown","Married","$40K - $60K","Blue",36,3,3,2,5576,0,5576,0.686,4322,85,0.809,0,0.00020516,0.99979
715767033,"Existing Customer",56,"F",3,"College","Single","Unknown","Blue",36,5,1,3,1438.3,0,1438.3,0.76,4919,83,0.627,0,9.3457e-05,0.99991
779281233,"Existing Customer",45,"F",3,"Graduate","Single","Unknown","Blue",27,4,3,3,2478,1748,730,0.643,4353,80,0.667,0.705,0.0003139,0.99969
717147708,"Existing Customer",44,"M",2,"Uneducated","Divorced","$60K - $80K","Blue",34,6,3,2,3650,1270,2380,0.792,4250,81,0.929,0.348,0.00018494,0.99982
715029333,"Existing Customer",52,"F",2,"Unknown","Divorced","Less than $40K","Blue",36,4,2,3,2111,0,2111,0.831,4459,72,0.756,0,0.00021042,0.99979
806989008,"Existing Customer",30,"F",0,"High School","Single","Unknown","Blue",25,4,1,2,12917,1157,11760,0.668,4108,82,0.745,0.09,4.5946e-05,0.99995
713158083,"Attrited Customer",56,"M",2,"High School","Single","$120K +","Blue",46,2,4,4,7327,0,7327,0.598,2185,41,0.864,0,0.99835,0.00164594
771037008,"Existing Customer",46,"M",1,"Uneducated","Married","$80K - $120K","Blue",33,3,1,2,13324,0,13324,0.917,4245,76,1,0,5.3155e-05,0.99995
710587458,"Existing Customer",34,"M",2,"High School","Unknown","$80K - $120K","Blue",22,4,3,2,11154,1612,9542,0.633,4339,77,1.026,0.145,0.00017486,0.99983
710563458,"Existing Customer",43,"F",1,"Graduate","Divorced","Unknown","Blue",30,5,3,3,9535,660,8875,0.944,4210,81,0.723,0.069,0.00028395,0.99972
720010608,"Attrited Customer",37,"M",2,"Unknown","Single","$40K - $60K","Blue",24,6,2,4,10226,0,10226,0.614,2243,44,0.571,0,0.99722,0.00277723
710343783,"Existing Customer",37,"F",5,"Unknown","Married","Less than $40K","Blue",29,6,1,2,2140,0,2140,0.602,4610,65,1.321,0,6.2502e-05,0.99994
772578858,"Existing Customer",49,"F",1,"Unknown","Married","Less than $40K","Blue",39,3,4,2,2904,2203,701,0.796,3848,66,0.692,0.759,0.00022427,0.99978
708559533,"Existing Customer",40,"M",1,"Uneducated","Married","$80K - $120K","Blue",36,6,3,2,1770,584,1186,0.706,4442,83,0.844,0.33,0.0001736,0.99983
711939558,"Attrited Customer",37,"F",2,"Unknown","Single","Less than $40K","Blue",36,3,2,3,1534,0,1534,0.642,2596,39,0.393,0,0.99527,0.00472896
772143333,"Existing Customer",46,"F",2,"High School","Single","Less than $40K","Blue",35,6,3,3,2170,1498,672,0.64,4569,79,0.881,0.69,0.00029408,0.99971
711067383,"Existing Customer",53,"M",1,"Unknown","Single","$120K +","Blue",45,6,2,3,10001,0,10001,0.676,4167,74,0.644,0,0.00019751,0.9998
