card_category,credit_limit,customer_age,dependent_count,education_level,gender=F,gender=M,income_category,marital_status,months_on_book,total_relationship_count,total_revolving_bal
0.0,3272.0,39.0,1.0,5.0,1.0,0.0,1.0,1.0,36.0,4.0,2323.0
0.0,3250.0,37.0,2.0,5.0,0.0,1.0,1.0,3.0,36.0,2.0,1721.0
0.0,4572.0,45.0,3.0,5.0,0.0,1.0,1.0,1.0,28.0,2.0,0.0
0.0,8597.0,43.0,5.0,2.0,1.0,0.0,4.0,1.0,23.0,5.0,903.0
0.0,16634.0,40.0,4.0,5.0,0.0,1.0,0.0,1.0,24.0,4.0,1946.0
3.0,34516.0,51.0,4.0,6.0,0.0,1.0,0.0,2.0,46.0,2.0,1279.0
0.0,2778.0,32.0,0.0,3.0,1.0,0.0,4.0,1.0,26.0,6.0,2312.0
0.0,3088.0,53.0,1.0,6.0,0.0,1.0,0.0,1.0,48.0,3.0,2083.0
0.0,9810.0,50.0,3.0,5.0,0.0,1.0,3.0,2.0,38.0,6.0,1838.0
0.0,3088.0,56.0,5.0,2.0,1.0,0.0,4.0,1.0,36.0,5.0,2517.0
0.0,8376.0,41.0,3.0,3.0,0.0,1.0,3.0,1.0,35.0,6.0,1165.0
0.0,2378.0,62.0,1.0,0.0,1.0,0.0,4.0,1.0,44.0,3.0,1610.0
0.0,20912.0,48.0,3.0,5.0,0.0,1.0,0.0,2.0,38.0,4.0,0.0
0.0,7199.0,37.0,3.0,2.0,0.0,1.0,3.0,2.0,29.0,6.0,1274.0
1.0,3735.0,40.0,2.0,0.0,0.0,1.0,1.0,1.0,31.0,1.0,1474.0
0.0,2514.0,47.0,2.0,6.0,0.0,1.0,3.0,1.0,36.0,6.0,1845.0
0.0,1877.0,45.0,3.0,6.0,1.0,0.0,5.0,2.0,27.0,4.0,0.0
0.0,1460.0,49.0,0.0,2.0,0.0,1.0,2.0,1.0,29.0,3.0,0.0
0.0,2168.0,47.0,2.0,1.0,1.0,0.0,4.0,2.0,37.0,4.0,1485.0
0.0,1621.0,54.0,4.0,6.0,0.0,1.0,3.0,1.0,42.0,3.0,618.0
0.0,5500.0,40.0,3.0,2.0,0.0,1.0,2.0,1.0,33.0,5.0,442.0
0.0,6100.0,32.0,1.0,6.0,0.0,1.0,4.0,1.0,36.0,5.0,1520.0
0.0,2231.0,48.0,4.0,5.0,1.0,0.0,5.0,2.0,44.0,4.0,0.0
0.0,2946.0,44.0,4.0,3.0,0.0,1.0,2.0,2.0,36.0,1.0,743.0
3.0,34516.0,54.0,4.0,3.0,0.0,1.0,3.0,2.0,49.0,1.0,214.0
0.0,19939.0,50.0,1.0,1.0,0.0,1.0,2.0,0.0,33.0,3.0,0.0
0.0,2640.0,48.0,3.0,4.0,1.0,0.0,4.0,1.0,35.0,3.0,2133.0
0.0,1726.0,39.0,2.0,3.0,0.0,1.0,0.0,2.0,33.0,1.0,1476.0
0.0,1569.0,41.0,2.0,0.0,1.0,0.0,4.0,0.0,36.0,3.0,257.0
0.0,7119.0,51.0,3.0,3.0,0.0,1.0,2.0,2.0,43.0,5.0,1513.0
0.0,4985.0,44.0,3.0,3.0,1.0,0.0,4.0,1.0,31.0,3.0,1379.0
0.0,10800.0,43.0,4.0,6.0,0.0,1.0,1.0,1.0,37.0,3.0,1491.0
0.0,1622.0,48.0,4.0,6.0,0.0,1.0,2.0,1.0,36.0,4.0,1249.0
0.0,4091.0,43.0,4.0,2.0,1.0,0.0,1.0,3.0,31.0,2.0,1108.0
0.0,5406.0,56.0,2.0,6.0,1.0,0.0,5.0,1.0,45.0,4.0,1782.0
0.0,33304.0,43.0,4.0,6.0,0.0,1.0,0.0,3.0,34.0,5.0,1833.0
0.0,9733.0,54.0,3.0,5.0,1.0,0.0,5.0,2.0,49.0,6.0,863.0
0.0,1956.0,41.0,3.0,1.0,1.0,0.0,4.0,1.0,36.0,3.0,1053.0
0.0,1707.0,28.0,0.0,2.0,0.0,1.0,4.0,2.0,36.0,4.0,1191.0
0.0,3312.0,53.0,1.0,3.0,0.0,1.0,0.0,1.0,36.0,6.0,1844.0
0.0,3735.0,36.0,1.0,5.0,0.0,1.0,1.0,1.0,16.0,5.0,2027.0
0.0,4988.0,51.0,1.0,5.0,0.0,1.0,2.0,1.0,44.0,4.0,0.0
0.0,11316.0,36.0,3.0,0.0,0.0,1.0,0.0,1.0,24.0,2.0,1599.0
0.0,2228.0,49.0,4.0,2.0,1.0,0.0,4.0,0.0,43.0,3.0,1003.0
0.0,7112.0,64.0,0.0,5.0,1.0,0.0,4.0,2.0,36.0,3.0,1358.0
3.0,34516.0,43.0,1.0,3.0,0.0,1.0,3.0,1.0,30.0,1.0,2045.0
0.0,4623.0,38.0,1.0,0.0,1.0,0.0,4.0,2.0,28.0,2.0,1366.0
0.0,2622.0,36.0,1.0,2.0,0.0,1.0,4.0,2.0,25.0,6.0,2489.0
0.0,11099.0,43.0,5.0,3.0,0.0,1.0,0.0,1.0,37.0,4.0,0.0
0.0,8925.0,33.0,1.0,6.0,0.0,1.0,2.0,1.0,36.0,1.0,168.0
0.0,3261.0,29.0,0.0,0.0,1.0,0.0,4.0,1.0,19.0,2.0,2517.0
0.0,2492.0,47.0,4.0,6.0,1.0,0.0,4.0,2.0,36.0,3.0,1560.0
0.0,30137.0,43.0,2.0,5.0,0.0,1.0,0.0,2.0,33.0,5.0,1368.0
0.0,2963.0,29.0,1.0,4.0,0.0,1.0,4.0,1.0,18.0,4.0,1466.0
0.0,2521.0,50.0,4.0,1.0,1.0,0.0,5.0,2.0,36.0,2.0,1608.0
0.0,3068.0,51.0,4.0,3.0,1.0,0.0,4.0,2.0,33.0,2.0,2071.0
0.0,8320.0,44.0,3.0,4.0,1.0,0.0,4.0,0.0,31.0,3.0,0.0
0.0,6159.0,44.0,1.0,3.0,1.0,0.0,4.0,2.0,36.0,3.0,1640.0
0.0,2846.0,37.0,4.0,2.0,0.0,1.0,3.0,1.0,26.0,6.0,1818.0
0.0,6332.0,40.0,2.0,5.0,0.0,1.0,2.0,1.0,29.0,3.0,318.0
0.0,2909.0,41.0,1.0,5.0,1.0,0.0,4.0,1.0,31.0,2.0,1201.0
0.0,1438.3,56.0,1.0,2.0,1.0,0.0,4.0,1.0,48.0,6.0,0.0
0.0,4075.0,43.0,3.0,2.0,1.0,0.0,4.0,2.0,30.0,3.0,2189.0
0.0,2997.0,30.0,2.0,3.0,0.0,1.0,4.0,1.0,23.0,4.0,1393.0
0.0,2243.0,43.0,2.0,1.0,0.0,1.0,1.0,0.0,34.0,4.0,0.0
0.0,2347.0,60.0,1.0,6.0,1.0,0.0,4.0,2.0,36.0,1.0,1488.0
0.0,1976.0,37.0,1.0,0.0,1.0,0.0,1.0,2.0,32.0,4.0,0.0
3.0,34516.0,44.0,3.0,6.0,0.0,1.0,3.0,2.0,38.0,3.0,657.0
3.0,11176.0,50.0,3.0,3.0,1.0,0.0,4.0,2.0,39.0,4.0,2422.0
0.0,2939.0,54.0,1.0,2.0,1.0,0.0,4.0,2.0,34.0,5.0,2152.0
0.0,5248.0,56.0,1.0,1.0,0.0,1.0,2.0,1.0,46.0,5.0,1816.0
0.0,2375.0,53.0,2.0,2.0,1.0,0.0,4.0,2.0,38.0,4.0,1353.0
0.0,21585.0,43.0,5.0,2.0,0.0,1.0,2.0,1.0,35.0,4.0,986.0
0.0,4413.0,47.0,3.0,2.0,0.0,1.0,1.0,2.0,34.0,4.0,232.0
0.0,13940.0,54.0,1.0,3.0,0.0,1.0,2.0,2.0,34.0,5.0,2109.0
3.0,21358.0,59.0,0.0,2.0,1.0,0.0,1.0,2.0,45.0,6.0,1225.0
0.0,2506.0,54.0,4.0,2.0,1.0,0.0,4.0,0.0,43.0,1.0,1784.0
0.0,2295.0,50.0,2.0,6.0,1.0,0.0,1.0,1.0,36.0,5.0,1277.0
0.0,2934.0,49.0,2.0,5.0,1.0,0.0,4.0,2.0,37.0,5.0,2381.0
0.0,4047.0,55.0,4.0,0.0,0.0,1.0,3.0,1.0,40.0,4.0,1482.0
0.0,20501.0,56.0,3.0,2.0,0.0,1.0,2.0,1.0,40.0,3.0,561.0
0.0,2780.0,35.0,3.0,0.0,0.0,1.0,2.0,2.0,36.0,5.0,0.0
0.0,3518.0,35.0,1.0,0.0,1.0,0.0,5.0,2.0,28.0,4.0,1575.0
0.0,1438.3,37.0,3.0,1.0,1.0,0.0,4.0,1.0,36.0,3.0,0.0
0.0,5965.0,50.0,2.0,2.0,0.0,1.0,3.0,2.0,46.0,2.0,622.0
0.0,2416.0,65.0,0.0,2.0,0.0,1.0,4.0,1.0,46.0,3.0,1499.0
0.0,2734.0,53.0,4.0,6.0,1.0,0.0,4.0,1.0,47.0,3.0,2085.0
0.0,10239.0,42.0,3.0,3.0,0.0,1.0,2.0,3.0,38.0,5.0,510.0
0.0,3843.0,44.0,2.0,5.0,0.0,1.0,1.0,1.0,36.0,3.0,1460.0
0.0,5061.0,30.0,1.0,4.0,0.0,1.0,4.0,0.0,36.0,6.0,0.0
0.0,7298.0,47.0,3.0,2.0,0.0,1.0,2.0,1.0,29.0,4.0,0.0
3.0,34516.0,51.0,1.0,4.0,0.0,1.0,0.0,1.0,31.0,2.0,1991.0
0.0,2934.0,42.0,3.0,2.0,0.0,1.0,2.0,2.0,31.0,3.0,2517.0
0.0,19136.0,33.0,1.0,0.0,0.0,1.0,3.0,2.0,26.0,4.0,1608.0
0.0,1626.0,47.0,1.0,2.0,0.0,1.0,1.0,1.0,42.0,3.0,0.0
0.0,4152.0,46.0,4.0,2.0,1.0,0.0,1.0,1.0,34.0,5.0,1446.0
0.0,2687.0,55.0,3.0,3.0,1.0,0.0,1.0,2.0,47.0,5.0,1689.0
0.0,29338.0,40.0,3.0,2.0,0.0,1.0,3.0,2.0,30.0,2.0,159.0
0.0,1507.0,33.0,1.0,2.0,1.0,0.0,4.0,1.0,20.0,2.0,0.0
0.0,2544.0,40.0,2.0,3.0,1.0,0.0,1.0,2.0,35.0,2.0,1713.0
0.0,2822.0,49.0,4.0,2.0,0.0,1.0,1.0,2.0,42.0,3.0,1501.0
0.0,2020.0,44.0,4.0,6.0,1.0,0.0,4.0,1.0,28.0,5.0,0.0
0.0,4905.0,60.0,1.0,5.0,1.0,0.0,4.0,2.0,47.0,1.0,2413.0
0.0,2317.0,35.0,2.0,2.0,1.0,0.0,4.0,2.0,23.0,6.0,1301.0
0.0,1438.3,35.0,1.0,5.0,1.0,0.0,4.0,1.0,36.0,3.0,670.0
0.0,8495.0,44.0,3.0,0.0,1.0,0.0,1.0,1.0,24.0,3.0,1537.0
0.0,11367.0,48.0,1.0,6.0,0.0,1.0,2.0,2.0,38.0,3.0,1999.0
0.0,2585.0,51.0,3.0,2.0,1.0,0.0,1.0,2.0,36.0,3.0,1847.0
0.0,1438.3,41.0,3.0,6.0,1.0,0.0,4.0,1.0,32.0,3.0,0.0
0.0,1479.0,50.0,4.0,3.0,1.0,0.0,1.0,1.0,36.0,6.0,1004.0
0.0,1965.0,44.0,2.0,2.0,0.0,1.0,3.0,3.0,37.0,3.0,1021.0
0.0,20130.0,65.0,0.0,5.0,1.0,0.0,5.0,2.0,56.0,5.0,2355.0
3.0,34516.0,34.0,0.0,2.0,0.0,1.0,3.0,0.0,24.0,1.0,400.0
0.0,4941.0,41.0,3.0,2.0,1.0,0.0,4.0,3.0,36.0,1.0,1040.0
0.0,3187.0,43.0,4.0,2.0,1.0,0.0,5.0,0.0,23.0,6.0,2430.0
0.0,5852.0,61.0,0.0,3.0,0.0,1.0,2.0,0.0,51.0,6.0,1935.0
0.0,2401.0,34.0,1.0,6.0,1.0,0.0,4.0,1.0,36.0,2.0,496.0
0.0,2942.0,35.0,2.0,5.0,1.0,0.0,4.0,2.0,36.0,3.0,2100.0
0.0,2177.0,55.0,5.0,3.0,1.0,0.0,4.0,2.0,49.0,6.0,1472.0
3.0,27945.0,41.0,3.0,6.0,0.0,1.0,2.0,1.0,29.0,1.0,0.0
0.0,12938.0,49.0,4.0,3.0,0.0,1.0,2.0,1.0,36.0,6.0,661.0
0.0,2910.0,56.0,3.0,6.0,0.0,1.0,1.0,3.0,46.0,6.0,709.0
0.0,3150.0,51.0,3.0,5.0,0.0,1.0,3.0,1.0,40.0,3.0,0.0
0.0,34516.0,49.0,1.0,6.0,0.0,1.0,0.0,2.0,40.0,5.0,0.0
0.0,2622.0,52.0,3.0,6.0,1.0,0.0,4.0,1.0,41.0,6.0,1549.0
0.0,7116.0,46.0,2.0,3.0,0.0,1.0,2.0,3.0,42.0,3.0,693.0
0.0,4250.0,59.0,0.0,0.0,0.0,1.0,4.0,1.0,49.0,3.0,1095.0
0.0,13091.0,53.0,2.0,3.0,0.0,1.0,0.0,1.0,39.0,3.0,985.0
0.0,1438.3,47.0,4.0,2.0,1.0,0.0,4.0,2.0,39.0,3.0,0.0
0.0,1438.3,45.0,4.0,6.0,1.0,0.0,4.0,2.0,40.0,5.0,0.0
0.0,2628.0,52.0,2.0,2.0,0.0,1.0,2.0,1.0,41.0,4.0,2195.0
0.0,14938.0,51.0,2.0,6.0,0.0,1.0,0.0,2.0,42.0,2.0,0.0
0.0,2987.0,54.0,1.0,0.0,0.0,1.0,2.0,1.0,42.0,3.0,2517.0
0.0,2420.0,38.0,2.0,3.0,1.0,0.0,4.0,2.0,20.0,4.0,676.0
0.0,21304.0,47.0,3.0,2.0,0.0,1.0,2.0,1.0,38.0,4.0,1532.0
0.0,1612.0,51.0,2.0,5.0,1.0,0.0,4.0,1.0,40.0,4.0,831.0
3.0,22226.0,44.0,0.0,6.0,0.0,1.0,1.0,1.0,34.0,2.0,1864.0
0.0,1438.3,45.0,4.0,1.0,0.0,1.0,3.0,1.0,39.0,2.0,1162.0
0.0,32409.0,57.0,2.0,3.0,0.0,1.0,3.0,2.0,52.0,6.0,0.0
0.0,4203.0,41.0,4.0,3.0,1.0,0.0,4.0,2.0,36.0,6.0,2517.0
0.0,11948.0,37.0,3.0,3.0,1.0,0.0,5.0,1.0,36.0,6.0,1281.0
0.0,2421.0,50.0,1.0,3.0,0.0,1.0,1.0,2.0,39.0,4.0,1029.0
0.0,2404.0,26.0,1.0,3.0,1.0,0.0,4.0,2.0,13.0,3.0,1198.0
0.0,5931.0,35.0,0.0,3.0,1.0,0.0,4.0,2.0,36.0,4.0,0.0
0.0,2209.0,65.0,1.0,6.0,1.0,0.0,4.0,2.0,54.0,4.0,0.0
0.0,10301.0,53.0,2.0,2.0,0.0,1.0,3.0,1.0,41.0,2.0,2451.0
0.0,2441.0,47.0,1.0,2.0,1.0,0.0,5.0,2.0,37.0,6.0,1672.0
0.0,27124.0,49.0,2.0,1.0,0.0,1.0,0.0,1.0,34.0,3.0,2311.0
0.0,1981.0,53.0,2.0,5.0,1.0,0.0,4.0,2.0,45.0,1.0,1518.0
0.0,5662.0,49.0,4.0,2.0,0.0,1.0,2.0,2.0,36.0,1.0,1484.0
0.0,4573.0,53.0,1.0,4.0,0.0,1.0,2.0,2.0,46.0,6.0,2076.0
0.0,16433.0,42.0,2.0,2.0,0.0,1.0,3.0,1.0,31.0,2.0,0.0
0.0,6704.0,53.0,2.0,5.0,0.0,1.0,3.0,1.0,43.0,6.0,1354.0
0.0,2577.0,40.0,4.0,2.0,0.0,1.0,4.0,1.0,34.0,3.0,1812.0
0.0,23566.0,60.0,1.0,2.0,1.0,0.0,5.0,2.0,51.0,3.0,1147.0
0.0,2415.0,53.0,4.0,2.0,1.0,0.0,4.0,3.0,39.0,2.0,1643.0
0.0,14596.0,38.0,1.0,6.0,0.0,1.0,2.0,2.0,29.0,5.0,2192.0
0.0,6925.0,50.0,3.0,5.0,0.0,1.0,3.0,2.0,36.0,6.0,0.0
3.0,34516.0,51.0,3.0,5.0,0.0,1.0,3.0,1.0,37.0,1.0,0.0
0.0,27499.0,33.0,3.0,3.0,0.0,1.0,0.0,1.0,20.0,6.0,1188.0
0.0,2591.0,34.0,3.0,2.0,1.0,0.0,5.0,2.0,23.0,5.0,0.0
0.0,3104.0,45.0,4.0,3.0,0.0,1.0,1.0,1.0,34.0,6.0,1766.0
0.0,3106.0,67.0,1.0,5.0,0.0,1.0,1.0,1.0,49.0,4.0,1675.0
0.0,2203.0,58.0,1.0,2.0,1.0,0.0,4.0,1.0,46.0,4.0,1394.0
0.0,3050.0,42.0,1.0,0.0,1.0,0.0,4.0,1.0,36.0,6.0,1824.0
0.0,25033.0,33.0,2.0,6.0,0.0,1.0,0.0,2.0,15.0,4.0,2300.0
0.0,4527.0,42.0,3.0,3.0,1.0,0.0,1.0,1.0,36.0,1.0,0.0
0.0,2238.0,42.0,3.0,0.0,1.0,0.0,4.0,1.0,37.0,5.0,1693.0
0.0,3578.0,59.0,2.0,3.0,1.0,0.0,5.0,2.0,52.0,4.0,663.0
0.0,2369.0,38.0,2.0,2.0,1.0,0.0,4.0,3.0,36.0,2.0,0.0
0.0,4963.0,48.0,4.0,2.0,0.0,1.0,3.0,1.0,33.0,1.0,2115.0
0.0,8029.0,41.0,3.0,3.0,0.0,1.0,3.0,2.0,36.0,4.0,1576.0
0.0,2664.0,35.0,3.0,2.0,1.0,0.0,4.0,2.0,27.0,3.0,0.0
0.0,2131.0,42.0,2.0,2.0,0.0,1.0,2.0,1.0,35.0,6.0,1288.0
0.0,9680.0,39.0,1.0,3.0,0.0,1.0,3.0,2.0,29.0,3.0,2101.0
0.0,9944.0,59.0,1.0,1.0,0.0,1.0,2.0,2.0,49.0,5.0,1606.0
3.0,34516.0,45.0,3.0,2.0,0.0,1.0,2.0,2.0,34.0,5.0,1664.0
0.0,2473.0,54.0,2.0,0.0,1.0,0.0,4.0,1.0,48.0,3.0,1745.0
0.0,20437.0,50.0,3.0,5.0,0.0,1.0,2.0,2.0,45.0,5.0,1020.0
0.0,1620.0,40.0,3.0,6.0,1.0,0.0,4.0,1.0,30.0,4.0,1278.0
3.0,18965.0,48.0,3.0,2.0,1.0,0.0,1.0,1.0,40.0,5.0,2262.0
0.0,9426.0,57.0,3.0,2.0,0.0,1.0,1.0,2.0,48.0,3.0,1574.0
0.0,3422.0,59.0,0.0,3.0,0.0,1.0,0.0,2.0,36.0,4.0,1039.0
0.0,31733.0,52.0,1.0,3.0,0.0,1.0,0.0,1.0,36.0,5.0,0.0
0.0,3319.0,40.0,3.0,2.0,1.0,0.0,4.0,2.0,30.0,4.0,0.0
0.0,2420.0,40.0,3.0,3.0,0.0,1.0,4.0,3.0,33.0,1.0,191.0
0.0,7469.0,44.0,4.0,2.0,1.0,0.0,5.0,2.0,36.0,2.0,1378.0
0.0,9815.0,41.0,4.0,4.0,0.0,1.0,1.0,1.0,28.0,5.0,0.0
3.0,34516.0,45.0,3.0,2.0,0.0,1.0,3.0,1.0,36.0,6.0,0.0
0.0,2375.0,41.0,4.0,2.0,1.0,0.0,1.0,2.0,31.0,4.0,1658.0
0.0,12918.0,59.0,0.0,0.0,0.0,1.0,3.0,1.0,50.0,3.0,2352.0
0.0,11791.0,36.0,2.0,3.0,0.0,1.0,0.0,2.0,36.0,4.0,1168.0
0.0,2952.0,47.0,3.0,5.0,1.0,0.0,5.0,2.0,36.0,2.0,0.0
0.0,1759.0,65.0,1.0,3.0,0.0,1.0,4.0,1.0,47.0,3.0,0.0
0.0,6078.0,42.0,3.0,0.0,1.0,0.0,4.0,1.0,13.0,3.0,1478.0
0.0,5298.0,48.0,3.0,2.0,1.0,0.0,4.0,1.0,40.0,2.0,0.0
0.0,4237.0,30.0,0.0,6.0,0.0,1.0,3.0,2.0,25.0,5.0,1676.0
0.0,3214.0,42.0,4.0,5.0,1.0,0.0,4.0,1.0,23.0,3.0,0.0
0.0,2783.0,56.0,3.0,2.0,0.0,1.0,2.0,1.0,37.0,3.0,1526.0
0.0,5911.0,45.0,2.0,2.0,1.0,0.0,4.0,1.0,25.0,3.0,916.0
0.0,4458.0,40.0,2.0,2.0,1.0,0.0,4.0,2.0,30.0,5.0,0.0
0.0,2687.0,41.0,4.0,1.0,1.0,0.0,4.0,2.0,36.0,4.0,1317.0
0.0,6228.0,53.0,3.0,3.0,0.0,1.0,2.0,2.0,47.0,2.0,1738.0
0.0,2269.0,40.0,3.0,2.0,0.0,1.0,0.0,1.0,27.0,5.0,0.0
0.0,1438.3,54.0,1.0,2.0,1.0,0.0,4.0,2.0,45.0,3.0,0.0
0.0,11778.0,53.0,1.0,3.0,0.0,1.0,3.0,2.0,36.0,3.0,0.0
0.0,34516.0,46.0,2.0,5.0,0.0,1.0,3.0,0.0,36.0,6.0,1597.0
0.0,1959.0,51.0,2.0,2.0,0.0,1.0,2.0,0.0,41.0,4.0,0.0
0.0,13840.0,43.0,1.0,0.0,0.0,1.0,2.0,1.0,36.0,3.0,1079.0
0.0,3592.0,45.0,2.0,2.0,1.0,0.0,1.0,1.0,40.0,1.0,865.0
0.0,3761.0,36.0,1.0,2.0,0.0,1.0,3.0,2.0,27.0,3.0,1710.0
0.0,2656.0,43.0,3.0,6.0,1.0,0.0,1.0,2.0,34.0,5.0,1166.0
0.0,1438.3,56.0,2.0,2.0,1.0,0.0,4.0,2.0,43.0,5.0,787.0
0.0,2346.0,42.0,5.0,2.0,1.0,0.0,4.0,1.0,38.0,5.0,1373.0
0.0,5655.0,26.0,0.0,2.0,1.0,0.0,1.0,2.0,13.0,5.0,0.0
0.0,1438.3,53.0,5.0,1.0,1.0,0.0,4.0,2.0,38.0,3.0,0.0
3.0,13441.0,42.0,3.0,3.0,1.0,0.0,4.0,2.0,31.0,5.0,2517.0
0.0,1964.0,40.0,4.0,6.0,1.0,0.0,4.0,2.0,33.0,4.0,1811.0
0.0,4204.0,48.0,2.0,6.0,1.0,0.0,4.0,1.0,30.0,3.0,0.0
0.0,3585.0,49.0,3.0,2.0,1.0,0.0,1.0,3.0,41.0,3.0,931.0
0.0,1915.0,52.0,3.0,5.0,1.0,0.0,1.0,2.0,36.0,2.0,1445.0
0.0,23447.0,35.0,1.0,0.0,0.0,1.0,2.0,2.0,26.0,3.0,1515.0
0.0,7793.0,44.0,3.0,3.0,0.0,1.0,0.0,3.0,36.0,2.0,2270.0
0.0,2171.0,46.0,4.0,2.0,0.0,1.0,3.0,1.0,36.0,2.0,1043.0
3.0,34516.0,43.0,2.0,3.0,0.0,1.0,0.0,1.0,23.0,3.0,1153.0
0.0,1553.0,27.0,1.0,6.0,1.0,0.0,4.0,2.0,36.0,3.0,723.0
0.0,1438.3,46.0,2.0,5.0,0.0,1.0,2.0,3.0,30.0,4.0,681.0
0.0,8500.0,36.0,1.0,3.0,1.0,0.0,5.0,1.0,36.0,6.0,2517.0
0.0,13509.0,50.0,3.0,6.0,0.0,1.0,1.0,2.0,39.0,4.0,2060.0
0.0,1438.3,27.0,1.0,5.0,1.0,0.0,4.0,3.0,16.0,3.0,0.0
0.0,15796.0,59.0,1.0,0.0,0.0,1.0,0.0,1.0,50.0,1.0,812.0
0.0,3073.0,50.0,3.0,3.0,0.0,1.0,0.0,0.0,37.0,3.0,1792.0
0.0,5108.0,56.0,3.0,2.0,1.0,0.0,1.0,2.0,36.0,4.0,1656.0
0.0,5795.0,33.0,2.0,2.0,1.0,0.0,5.0,2.0,21.0,3.0,0.0
0.0,2202.0,45.0,4.0,5.0,1.0,0.0,4.0,2.0,39.0,6.0,1414.0
0.0,3337.0,42.0,3.0,3.0,0.0,1.0,2.0,2.0,36.0,4.0,795.0
0.0,26882.0,49.0,0.0,6.0,0.0,1.0,3.0,1.0,36.0,1.0,1673.0
0.0,3556.0,46.0,4.0,3.0,1.0,0.0,4.0,2.0,40.0,3.0,2172.0
0.0,29939.0,49.0,4.0,5.0,1.0,0.0,5.0,1.0,36.0,4.0,0.0
0.0,1438.3,49.0,3.0,2.0,1.0,0.0,4.0,0.0,36.0,3.0,0.0
0.0,9106.0,53.0,3.0,4.0,0.0,1.0,3.0,1.0,47.0,5.0,975.0
0.0,8571.0,57.0,1.0,1.0,0.0,1.0,3.0,1.0,51.0,5.0,1616.0
0.0,34516.0,44.0,1.0,5.0,0.0,1.0,0.0,1.0,33.0,2.0,1058.0
0.0,7222.0,44.0,3.0,1.0,1.0,0.0,4.0,1.0,38.0,6.0,0.0
0.0,1438.3,46.0,3.0,0.0,0.0,1.0,3.0,1.0,26.0,6.0,864.0
0.0,3131.0,48.0,1.0,6.0,0.0,1.0,3.0,0.0,36.0,3.0,2517.0
0.0,1438.3,52.0,1.0,2.0,1.0,0.0,4.0,1.0,47.0,3.0,0.0
0.0,2679.0,45.0,5.0,6.0,1.0,0.0,4.0,2.0,36.0,4.0,1558.0
0.0,3742.0,59.0,1.0,5.0,0.0,1.0,2.0,1.0,36.0,4.0,1175.0
0.0,6748.0,42.0,5.0,5.0,0.0,1.0,0.0,3.0,31.0,5.0,1467.0
0.0,4325.0,39.0,2.0,6.0,1.0,0.0,4.0,2.0,32.0,2.0,2418.0
0.0,6214.0,53.0,1.0,2.0,0.0,1.0,3.0,1.0,42.0,2.0,1147.0
0.0,8314.0,43.0,3.0,2.0,1.0,0.0,5.0,1.0,32.0,2.0,1349.0
3.0,34516.0,52.0,4.0,0.0,0.0,1.0,3.0,2.0,41.0,1.0,1701.0
0.0,2664.0,53.0,0.0,2.0,0.0,1.0,3.0,2.0,42.0,5.0,2037.0
0.0,1438.3,32.0,0.0,6.0,1.0,0.0,4.0,1.0,36.0,5.0,0.0
3.0,34516.0,47.0,3.0,3.0,0.0,1.0,3.0,3.0,40.0,5.0,1371.0
0.0,4738.0,47.0,2.0,2.0,0.0,1.0,1.0,1.0,42.0,6.0,0.0
0.0,1605.0,44.0,3.0,0.0,1.0,0.0,4.0,2.0,34.0,4.0,890.0
0.0,2016.0,45.0,3.0,6.0,1.0,0.0,1.0,1.0,31.0,5.0,1303.0
0.0,4204.0,43.0,3.0,0.0,1.0,0.0,4.0,2.0,32.0,5.0,0.0
0.0,16427.0,55.0,2.0,1.0,0.0,1.0,2.0,1.0,36.0,3.0,1682.0
0.0,4445.0,32.0,0.0,6.0,1.0,0.0,4.0,2.0,17.0,1.0,1080.0
0.0,2155.0,38.0,1.0,2.0,0.0,1.0,3.0,2.0,29.0,3.0,1290.0
0.0,2796.0,56.0,4.0,2.0,1.0,0.0,4.0,1.0,36.0,3.0,0.0
0.0,4478.0,42.0,4.0,3.0,1.0,0.0,4.0,1.0,35.0,4.0,1700.0
0.0,22639.0,48.0,5.0,5.0,0.0,1.0,2.0,2.0,38.0,6.0,1481.0
0.0,2905.0,43.0,3.0,6.0,1.0,0.0,4.0,0.0,30.0,3.0,2079.0
3.0,13411.0,49.0,1.0,6.0,1.0,0.0,4.0,1.0,40.0,2.0,1736.0
0.0,3107.0,44.0,2.0,2.0,1.0,0.0,1.0,0.0,36.0,1.0,1995.0
0.0,2592.0,53.0,2.0,6.0,1.0,0.0,5.0,1.0,36.0,3.0,1364.0
0.0,2778.0,43.0,4.0,2.0,1.0,0.0,5.0,3.0,36.0,6.0,2517.0
0.0,1438.3,54.0,2.0,4.0,1.0,0.0,4.0,1.0,47.0,3.0,0.0
0.0,13381.0,43.0,2.0,3.0,0.0,1.0,2.0,1.0,31.0,2.0,1845.0
0.0,17268.0,57.0,3.0,2.0,0.0,1.0,0.0,2.0,36.0,2.0,1197.0
0.0,3399.0,45.0,3.0,3.0,1.0,0.0,1.0,1.0,37.0,6.0,0.0
0.0,2258.0,55.0,1.0,5.0,1.0,0.0,4.0,1.0,36.0,5.0,2000.0
0.0,7299.0,47.0,4.0,2.0,0.0,1.0,3.0,2.0,42.0,1.0,0.0
0.0,2755.0,58.0,4.0,3.0,1.0,0.0,4.0,2.0,39.0,3.0,1483.0
0.0,1438.3,38.0,2.0,2.0,0.0,1.0,2.0,1.0,36.0,2.0,0.0
